Vendas e descontos por periodo
"Arvore mercadológica
,,,,22/01/2025,CONVENIENCIA,"4,38","3,99","1,00","2,52"
,,,,25/01/2025,CONVENIENCIA,"4,38","3,99","1,00","2,52"
,,,,27/01/2025,CONVENIENCIA,"4,38","3,99","1,00","2,52"
,,,,13/02/2025,CONVENIENCIA,"7,98","7,98","2,00","5,04"
,,,,20/03/2025,CONVENIENCIA,"3,99","3,99","1,00","2,54"
,,,,28/03/2025,CONVENIENCIA,"3,99","3,99","1,00","2,54"
,,,,11/04/2025,CONVENIENCIA,"3,99","3,99","1,00","2,54"
,,,,15/04/2025,CONVENIENCIA,"3,99","3,99","1,00","2,54"
,,,,30/04/2025,CONVENIENCIA,"3,99","3,99","1,00","2,54"
,,,,13/05/2025,CONVENIENCIA,"3,99","3,99","1,00","2,54"
,,,,16/05/2025,CONVENIENCIA,"3,99","3,99","1,00","2,54"
,,,,25/05/2025,CONVENIENCIA,"7,98","7,98","2,00","5,08"
,,,,26/05/2025,CONVENIENCIA,"3,99","3,99","1,00","2,54"
,,,,28/05/2025,CONVENIENCIA,"3,99","3,99","1,00","2,54"
,,,,"02/06/2025",CONVENIENCIA,"3,99","3,99","1,00","2,54"
,,,,"06/06/2025",CONVENIENCIA,"7,98","7,98","2,00","5,08"
,,,,10/06/2025,CONVENIENCIA,"7,98","7,98","2,00","5,08"
,,,,11/06/2025,CONVENIENCIA,"3,99","3,99","1,00","2,54"
,,,,13/06/2025,CONVENIENCIA,"3,99","3,99","1,00","2,54"
,,,,18/06/2025,CONVENIENCIA,"3,99","3,99","1,00","2,54"
,,,,27/06/2025,CONVENIENCIA,"3,99","3,99","1,00","2,54"
,,A SAUDE DA MULHER 150ML EMS,7896004817477,27/05/2025,MIP - OTC,"22,64","17,99","1,00","13,88"
,,AAS INF 100MG C/120CP,7896094928091,"08/01/2025",MIP - OTC,"89,53","74,90","1,00","60,01"
,,,,26/03/2025,MIP - OTC,"89,53","71,62","1,00","62,68"
,,AAS INF 100MG C/30CP,7896094928107,"07/03/2025",MIP - OTC,"25,21","24,99","1,00","16,66"
,,,,"05/04/2025",MIP - OTC,"26,70","19,99","1,00","16,65"
,,AAS PROTECT 100MG C/30CP *,7896094928046,"03/01/2025",MED. REFERENCIA,"45,70","37,90","2,00","30,74"
,,,,"02/02/2025",MED. REFERENCIA,"22,85","20,00","1,00","15,36"
,,,,"08/02/2025",MED. REFERENCIA,"22,85","21,90","1,00","15,36"
,,,,11/02/2025,MED. REFERENCIA,"22,85","20,00","1,00","15,36"
,,,,28/02/2025,MED. REFERENCIA,"22,85","16,99","1,00","14,63"
,,,,"04/03/2025",MED. REFERENCIA,"22,85","20,00","1,00","14,63"
,,,,"08/03/2025",MED. REFERENCIA,"22,85","18,99","1,00","14,63"
,,,,28/03/2025,MED. REFERENCIA,"22,85","16,99","1,00","15,07"
,,,,10/04/2025,MED. REFERENCIA,"22,99","20,00","1,00","15,00"
,,,,"02/05/2025",MED. REFERENCIA,"22,99","18,99","1,00","15,00"
,,,,28/05/2025,MED. REFERENCIA,"91,96","63,96","4,00","59,99"
,,,,30/05/2025,MED. REFERENCIA,"22,99","18,99","1,00","15,00"
,,,,10/06/2025,MED. REFERENCIA,"22,99","19,99","1,00","15,21"
,,ABAIXADOR DE LINGUA C/1 THEOTO,7891334109018,"07/02/2025",HOSPITALARES,"19,00","9,50","95,00","4,75"
,,ABLOK 25MG C/30CP *,7896241221853,"03/01/2025",MED. REFERENCIA,"15,34","9,90","1,00","2,70"
,,,,"08/01/2025",MED. REFERENCIA,"30,68","19,80","2,00","5,40"
,,,,"09/01/2025",MED. REFERENCIA,"61,36","39,60","4,00","10,80"
,,,,23/01/2025,MED. REFERENCIA,"15,34","8,34","1,00","2,70"
,,,,10/02/2025,MED. REFERENCIA,"15,34","9,90","1,00","2,70"
,,,,19/02/2025,MED. REFERENCIA,"15,34","9,90","1,00","2,71"
,,,,20/02/2025,MED. REFERENCIA,"30,68","19,80","2,00","5,42"
,,,,27/02/2025,MED. REFERENCIA,"15,34","9,90","1,00","2,71"
,,,,"07/03/2025",MED. REFERENCIA,"15,34","9,00","1,00","2,71"
,,,,25/03/2025,MED. REFERENCIA,"15,34","9,90","1,00","2,71"
,,,,31/03/2025,MED. REFERENCIA,"30,68","19,89","2,00","5,60"
,,,,"04/04/2025",MED. REFERENCIA,"30,68","19,80","2,00","5,60"
,,,,15/04/2025,MED. REFERENCIA,"15,66","10,11","1,00","2,83"
,,,,22/04/2025,MED. REFERENCIA,"15,66","10,00","1,00","2,83"
,,,,"04/05/2025",MED. REFERENCIA,"15,66","10,99","1,00","2,77"
,,,,"07/05/2025",MED. REFERENCIA,"15,66","10,00","1,00","2,77"
,,,,13/05/2025,MED. REFERENCIA,"15,66","11,77","1,00","2,74"
,,,,27/05/2025,MED. REFERENCIA,"31,32","17,00","2,00","5,50"
,,,,"03/06/2025",MED. REFERENCIA,"15,66","12,99","1,00","2,73"
,,,,10/06/2025,MED. REFERENCIA,"31,32","25,98","2,00","5,64"
,,,,11/06/2025,MED. REFERENCIA,"15,66","10,99","1,00","2,82"
,,,,12/06/2025,MED. REFERENCIA,"15,66","12,99","1,00","2,82"
,,,,16/06/2025,MED. REFERENCIA,"15,66","12,99","1,00","2,82"
,,,,27/06/2025,MED. REFERENCIA,"15,66","12,99","1,00","2,82"
,,,,29/06/2025,MED. REFERENCIA,"15,66","12,99","1,00","2,82"
,,ABLOK 50MG C/30CP *,7896241225523,"08/01/2025",MED. REFERENCIA,"36,71","29,99","1,00","25,69"
,,,,17/01/2025,MED. REFERENCIA,"36,71","27,01","1,00","25,69"
,,,,10/02/2025,MED. REFERENCIA,"36,71","29,90","1,00","25,70"
,,,,"03/03/2025",MED. REFERENCIA,"36,71","31,20","1,00","25,70"
,,,,30/03/2025,MED. REFERENCIA,"36,71","32,90","1,00","25,80"
,,,,30/05/2025,MED. REFERENCIA,"38,60","29,99","1,00","25,85"
,,,,"07/06/2025",MED. REFERENCIA,"38,60","28,00","1,00","25,85"
,,,,11/06/2025,MED. REFERENCIA,"38,60","28,00","1,00","25,85"
,,"ABLOK PLUS 25/12,5MG C/30CP *",7896112425250,20/01/2025,MED. REFERENCIA,"25,21","18,70","1,00","17,80"
,,,,"07/02/2025",MED. REFERENCIA,"25,21","24,72","1,00","17,80"
,,,,"08/03/2025",MED. REFERENCIA,"25,21","22,90","1,00","17,80"
,,,,22/04/2025,MED. REFERENCIA,"25,90","24,72","1,00","17,82"
,,,,"08/05/2025",MED. REFERENCIA,"25,90","22,90","1,00","17,46"
,,,,19/05/2025,MED. REFERENCIA,"51,80","49,79","2,00","35,67"
,,"ABLOK PLUS 25/12,5MG C/60CP *",7896112411529,"03/01/2025",MED. REFERENCIA,"50,47","39,90","1,00","34,18"
,,,,11/01/2025,MED. REFERENCIA,"50,47","36,99","1,00","34,18"
,,,,10/02/2025,MED. REFERENCIA,"100,94","86,98","2,00","69,40"
,,,,10/03/2025,MED. REFERENCIA,"50,47","39,00","1,00","35,27"
,,,,20/03/2025,MED. REFERENCIA,"50,47","44,90","1,00","35,27"
,,,,29/03/2025,MED. REFERENCIA,"50,47","44,99","1,00","35,32"
,,,,"09/04/2025",MED. REFERENCIA,"51,82","46,99","1,00","35,73"
,,,,11/04/2025,MED. REFERENCIA,"51,82","44,90","1,00","35,73"
,,,,"09/06/2025",MED. REFERENCIA,"51,82","49,99","1,00","34,54"
,,,,12/06/2025,MED. REFERENCIA,"51,82","49,99","1,00","34,54"
,,"ABLOK PLUS 50/12,5MG C/30CP *",7896241225127,12/01/2025,MED. REFERENCIA,"46,58","35,00","1,00","30,97"
,,"ABLOK PLUS 50/12,5MG C/60CP *",7896112411512,18/02/2025,MED. REFERENCIA,"93,24","79,99","1,00","64,84"
,,,,18/06/2025,MED. REFERENCIA,"95,68","72,00","1,00","65,06"
,,ABRILAR XPE 100ML,7898040320973,23/01/2025,MED. REFERENCIA,"46,41","35,99","1,00","34,06"
,,,,"09/03/2025",MED. REFERENCIA,"46,41","39,99","1,00","33,92"
,,,,11/03/2025,MED. REFERENCIA,"46,41","41,68","1,00","33,92"
,,,,"08/04/2025",MED. REFERENCIA,"49,17","39,99","1,00","34,25"
,,,,10/04/2025,MED. REFERENCIA,"49,17","39,99","1,00","34,25"
,,,,11/05/2025,MED. REFERENCIA,"49,17","38,90","1,00","33,05"
,,,,20/05/2025,MED. REFERENCIA,"49,17","38,90","1,00","33,05"
,,,,"03/06/2025",MED. REFERENCIA,"98,34","79,98","2,00","71,96"
,,,,10/06/2025,MED. REFERENCIA,"49,17","38,99","1,00","35,97"
,,,,20/06/2025,MED. REFERENCIA,"49,17","36,99","1,00","35,98"
,,ABS ALWAYS BASICO SECA C/ABAS C/16,7500435127233,30/04/2025,VOLUMOSOS,"9,99","9,99","1,00","6,45"
,,,,30/06/2025,VOLUMOSOS,"19,98","19,98","2,00","12,90"
,,ABS ALWAYS BASICO SECA C/ABAS C/32,7500435127288,10/06/2025,VOLUMOSOS,"22,90","21,90","1,00","12,92"
,,ABS ALWAYS BASICO SUAVE C/ABAS C/16,7500435127257,10/05/2025,VOLUMOSOS,"10,99","9,99","1,00","6,45"
,,ABS ALWAYS BASICO SUAVE C/ABAS C/32,7500435126199,"09/06/2025",VOLUMOSOS,"22,90","21,90","1,00","12,92"
,,,,29/06/2025,VOLUMOSOS,"22,90","21,90","1,00","12,92"
,,ABS ALWAYS NOT BASICO SECA C/AB LV8PG7,7506339394535,"07/06/2025",VOLUMOSOS,"12,99","11,99","1,00","6,97"
,,ABS ALWAYS NOT SECA SUAVE C/ABAS LV8PG7,7506339394603,11/06/2025,VOLUMOSOS,"12,99","11,99","1,00","7,09"
,,ABS ALWAYS NOTURNO ACTIVE SECA C/ABAS C/16,7506339325249,10/06/2025,VOLUMOSOS,"18,99","17,99","1,00","12,40"
,,ABS ALWAYS NOTURNO SUAVE C/ABAS C/32,7506339326055,21/03/2025,VOLUMOSOS,"29,99","29,99","1,00","25,19"
,,,,22/03/2025,VOLUMOSOS,"29,99","29,99","1,00","25,19"
,,,,30/03/2025,VOLUMOSOS,"29,99","29,99","1,00","25,19"
,,,,15/04/2025,VOLUMOSOS,"29,99","29,99","1,00","25,19"
,,,,"04/06/2025",VOLUMOSOS,"34,99","34,99","1,00","24,57"
,,ABS ALWAYS PROT DIARIO C/15,7501007499758,17/03/2025,VOLUMOSOS,"19,98","19,98","2,00","25,74"
,,ABS ALWAYS PROT DIARIO C/PERF S/ABAS C/40,7506295338901,22/01/2025,VOLUMOSOS,"18,68","16,99","1,00","9,39"
,,,,"06/03/2025",VOLUMOSOS,"16,99","16,99","1,00","9,39"
,,,,"03/06/2025",VOLUMOSOS,"16,99","13,00","1,00","9,39"
,,ABS ALWAYS PROT DIARIO S/PERF C/80 LV+PG-,7500435167567,28/05/2025,VOLUMOSOS,"27,99","22,99","1,00","18,67"
,,,,"02/06/2025",VOLUMOSOS,"27,99","26,99","1,00","18,67"
,,ABS CAREFREE PROT DIARIA C/PERF LV80PG60,7891010576509,"03/01/2025",VOLUMOSOS,"34,90","29,99","1,00","18,81"
,,,,20/01/2025,VOLUMOSOS,"34,90","29,99","1,00","17,83"
,,,,21/03/2025,VOLUMOSOS,"32,99","31,99","1,00","17,00"
,,,,24/03/2025,VOLUMOSOS,"32,99","31,99","1,00","17,00"
,,,,11/04/2025,VOLUMOSOS,"32,99","31,99","1,00","17,00"
,,,,17/04/2025,VOLUMOSOS,"32,99","31,99","1,00","17,00"
,,,,22/04/2025,VOLUMOSOS,"32,99","31,99","1,00","17,00"
,,,,19/05/2025,VOLUMOSOS,"32,99","31,99","1,00","17,00"
,,,,"06/06/2025",VOLUMOSOS,"32,99","31,99","1,00","17,00"
,,,,12/06/2025,VOLUMOSOS,"32,99","31,99","1,00","17,00"
,,ABS CAREFREE PROT/D BRISA C/15,7891010087807,13/01/2025,VOLUMOSOS,"12,33","10,99","1,00","5,92"
,,,,29/01/2025,VOLUMOSOS,"10,99","10,99","1,00","5,92"
,,,,"03/03/2025",VOLUMOSOS,"10,99","10,99","1,00","5,88"
,,,,24/04/2025,VOLUMOSOS,"13,99","10,99","1,00","5,88"
,,,,26/04/2025,VOLUMOSOS,"13,99","10,99","1,00","5,88"
,,,,"01/05/2025",VOLUMOSOS,"13,99","10,99","1,00","5,88"
,,,,24/05/2025,VOLUMOSOS,"13,99","10,99","1,00","5,88"
,,,,"06/06/2025",VOLUMOSOS,"13,99","10,99","1,00","5,88"
,,ABS CAREFREE PROT/D FLEXI C/15,7891010618766,27/02/2025,VOLUMOSOS,"12,99","12,99","1,00","5,59"
,,,,"06/03/2025",VOLUMOSOS,"12,99","12,99","1,00","5,59"
,,,,17/05/2025,VOLUMOSOS,"12,99","10,99","1,00","5,59"
,,,,25/05/2025,VOLUMOSOS,"12,99","11,99","1,00","5,59"
,,,,"06/06/2025",VOLUMOSOS,"12,99","11,99","1,00","5,59"
,,ABS CAREFREE PROT/D NEUTRAL C/15,7891010015268,10/02/2025,VOLUMOSOS,"10,99","10,99","1,00","5,66"
,,,,20/03/2025,VOLUMOSOS,"13,99","10,99","1,00","5,43"
,,,,22/03/2025,VOLUMOSOS,"13,99","10,99","1,00","5,43"
,,,,12/04/2025,VOLUMOSOS,"13,99","10,99","1,00","5,43"
,,,,25/04/2025,VOLUMOSOS,"13,99","10,99","1,00","5,43"
,,,,10/05/2025,VOLUMOSOS,"13,99","10,99","1,00","5,43"
,,,,"03/06/2025",VOLUMOSOS,"27,98","21,98","2,00","10,87"
,,ABS CAREFREE PROT/D ORIGINAL C/15,7891010087722,22/01/2025,VOLUMOSOS,"12,49","10,99","1,00","5,72"
,,,,24/01/2025,VOLUMOSOS,"24,98","21,98","2,00","11,44"
,,,,27/03/2025,VOLUMOSOS,"11,99","9,99","1,00","5,49"
,,,,"03/05/2025",VOLUMOSOS,"11,99","9,99","1,00","5,42"
,,,,"05/06/2025",VOLUMOSOS,"11,99","9,99","1,00","5,42"
,,,,"06/06/2025",VOLUMOSOS,"11,99","9,99","1,00","5,42"
,,ABS CAREFREE PROT/D ORIGINAL C/40,7891010009618,19/03/2025,VOLUMOSOS,"10,90","10,90","1,00","10,01"
,,,,"03/06/2025",VOLUMOSOS,"23,99","19,99","1,00","9,63"
,,,,"06/06/2025",VOLUMOSOS,"23,99","19,99","1,00","9,63"
,,ABS CAREFREE PROT/D TODO DIA FLEXI S/P C/40,7891010618773,"05/02/2025",VOLUMOSOS,"37,98","37,98","2,00","21,26"
,,,,22/03/2025,VOLUMOSOS,"18,99","18,99","1,00","9,92"
,,,,23/03/2025,VOLUMOSOS,"-18,99","-18,99","-1,00","-9,92"
,,,,25/05/2025,VOLUMOSOS,"18,99","18,99","1,00","9,92"
,,ABS CAREFREE PROT/D TODO DIA FLEXI S/P L80P60,7891010618780,28/05/2025,VOLUMOSOS,"38,49","34,99","1,00","17,12"
,,,,"08/06/2025",VOLUMOSOS,"38,49","34,99","1,00","17,12"
,,ABS DISFARCE POS PARTO C/15,7896282100353,"02/01/2025",VOLUMOSOS,"50,97","44,97","3,00","27,03"
,,,,"04/01/2025",VOLUMOSOS,"33,98","33,98","2,00","18,02"
,,,,"06/01/2025",VOLUMOSOS,"16,99","16,40","1,00","9,01"
,,,,12/01/2025,VOLUMOSOS,"33,98","23,98","2,00","17,98"
,,,,13/01/2025,VOLUMOSOS,"16,99","16,99","1,00","8,99"
,,,,18/01/2025,VOLUMOSOS,"84,95","67,57","5,00","44,95"
,,,,20/01/2025,VOLUMOSOS,"16,99","14,50","1,00","8,99"
,,,,23/01/2025,VOLUMOSOS,"16,99","15,80","1,00","8,99"
,,,,28/01/2025,VOLUMOSOS,"50,97","50,97","3,00","26,97"
,,,,31/01/2025,VOLUMOSOS,"16,99","16,99","1,00","8,99"
,,,,"01/02/2025",VOLUMOSOS,"101,94","73,94","6,00","53,94"
,,,,"04/02/2025",VOLUMOSOS,"16,99","16,99","1,00","8,99"
,,,,"08/02/2025",VOLUMOSOS,"50,97","44,99","3,00","26,97"
,,,,10/02/2025,VOLUMOSOS,"33,98","33,98","2,00","17,98"
,,,,11/02/2025,VOLUMOSOS,"16,99","16,99","1,00","8,99"
,,,,17/02/2025,VOLUMOSOS,"50,97","44,37","3,00","26,94"
,,,,19/02/2025,VOLUMOSOS,"16,99","16,99","1,00","8,98"
,,,,25/02/2025,VOLUMOSOS,"16,99","16,99","1,00","8,98"
,,,,27/02/2025,VOLUMOSOS,"33,98","33,98","2,00","17,96"
,,,,"01/03/2025",VOLUMOSOS,"67,96","47,96","4,00","35,92"
,,,,"02/03/2025",VOLUMOSOS,"50,97","45,00","3,00","26,94"
,,,,"05/03/2025",VOLUMOSOS,"16,99","12,99","1,00","8,98"
,,,,"08/03/2025",VOLUMOSOS,"67,96","52,99","4,00","35,92"
,,,,11/03/2025,VOLUMOSOS,"33,98","33,98","2,00","17,96"
,,,,13/03/2025,VOLUMOSOS,"16,99","16,99","1,00","8,98"
,,,,14/03/2025,VOLUMOSOS,"33,98","29,98","2,00","17,96"
,,,,15/03/2025,VOLUMOSOS,"50,97","40,99","3,00","26,94"
,,,,17/03/2025,VOLUMOSOS,"33,98","33,98","2,00","17,96"
,,,,18/03/2025,VOLUMOSOS,"16,99","16,99","1,00","8,98"
,,,,26/03/2025,VOLUMOSOS,"16,99","16,99","1,00","8,98"
,,,,27/03/2025,VOLUMOSOS,"67,96","67,96","4,00","35,92"
,,,,28/03/2025,VOLUMOSOS,"33,98","33,98","2,00","17,96"
,,,,29/03/2025,VOLUMOSOS,"50,97","50,97","3,00","26,94"
,,,,"03/04/2025",VOLUMOSOS,"67,96","67,96","4,00","35,92"
,,,,"04/04/2025",VOLUMOSOS,"33,98","33,98","2,00","17,96"
,,,,"05/04/2025",VOLUMOSOS,"50,97","45,00","3,00","24,99"
,,,,"08/04/2025",VOLUMOSOS,"33,98","26,00","2,00","16,49"
,,,,14/04/2025,VOLUMOSOS,"16,99","16,99","1,00","8,25"
,,,,16/04/2025,VOLUMOSOS,"33,98","33,98","2,00","16,49"
,,,,17/04/2025,VOLUMOSOS,"50,97","50,97","3,00","24,74"
,,,,20/04/2025,VOLUMOSOS,"16,99","16,99","1,00","8,25"
,,,,23/04/2025,VOLUMOSOS,"16,99","16,99","1,00","8,25"
,,,,24/04/2025,VOLUMOSOS,"84,95","64,95","5,00","41,23"
,,,,25/04/2025,VOLUMOSOS,"50,97","42,99","3,00","24,74"
,,,,30/04/2025,VOLUMOSOS,"50,97","39,00","3,00","24,74"
,,,,"02/05/2025",VOLUMOSOS,"67,96","63,98","4,00","32,98"
,,,,"03/05/2025",VOLUMOSOS,"67,96","60,00","4,00","32,98"
,,,,10/05/2025,VOLUMOSOS,"67,96","51,96","4,00","30,69"
,,,,12/05/2025,VOLUMOSOS,"16,99","16,99","1,00","7,67"
,,,,15/05/2025,VOLUMOSOS,"16,99","16,99","1,00","7,67"
,,,,17/05/2025,VOLUMOSOS,"50,97","38,97","3,00","23,02"
,,,,18/05/2025,VOLUMOSOS,"16,99","16,99","1,00","7,67"
,,,,19/05/2025,VOLUMOSOS,"33,98","26,00","2,00","15,34"
,,,,22/05/2025,VOLUMOSOS,"16,99","16,99","1,00","7,99"
,,,,27/05/2025,VOLUMOSOS,"33,98","31,98","2,00","15,98"
,,,,29/05/2025,VOLUMOSOS,"50,97","50,97","3,00","23,97"
,,,,31/05/2025,VOLUMOSOS,"135,92","111,96","8,00","63,93"
,,,,11/06/2025,VOLUMOSOS,"33,98","33,98","2,00","15,98"
,,,,12/06/2025,VOLUMOSOS,"16,99","16,99","1,00","7,99"
,,,,13/06/2025,VOLUMOSOS,"16,99","16,99","1,00","7,99"
,,,,15/06/2025,VOLUMOSOS,"50,97","39,00","3,00","23,97"
,,,,17/06/2025,VOLUMOSOS,"16,99","16,99","1,00","7,99"
,,,,20/06/2025,VOLUMOSOS,"16,99","16,99","1,00","8,07"
,,,,21/06/2025,VOLUMOSOS,"84,95","64,95","5,00","40,37"
,,,,23/06/2025,VOLUMOSOS,"67,96","67,96","4,00","32,29"
,,,,24/06/2025,VOLUMOSOS,"16,99","16,99","1,00","8,07"
,,,,25/06/2025,VOLUMOSOS,"16,99","16,99","1,00","8,07"
,,,,27/06/2025,VOLUMOSOS,"33,98","33,98","2,00","16,15"
,,,,28/06/2025,VOLUMOSOS,"16,99","16,99","1,00","8,07"
,,ABS GERIAMAX C/20,7896064487016,"02/01/2025",VOLUMOSOS,"82,17","71,97","3,00","44,13"
,,,,"03/01/2025",VOLUMOSOS,"27,39","23,99","1,00","14,71"
,,,,"07/01/2025",VOLUMOSOS,"109,56","91,96","4,00","58,84"
,,,,11/01/2025,VOLUMOSOS,"27,39","23,99","1,00","14,71"
,,,,17/01/2025,VOLUMOSOS,"27,39","23,99","1,00","15,79"
,,,,18/01/2025,VOLUMOSOS,"109,56","95,96","4,00","63,16"
,,,,22/01/2025,VOLUMOSOS,"82,17","71,97","3,00","47,37"
,,,,23/01/2025,VOLUMOSOS,"27,39","23,99","1,00","15,79"
,,,,24/01/2025,VOLUMOSOS,"27,39","23,99","1,00","15,79"
,,,,"03/02/2025",VOLUMOSOS,"47,98","39,99","2,00","29,86"
,,,,"06/02/2025",VOLUMOSOS,"71,97","69,97","3,00","44,79"
,,,,"07/02/2025",VOLUMOSOS,"71,97","71,97","3,00","44,79"
,,,,14/02/2025,VOLUMOSOS,"23,99","23,99","1,00","14,93"
,,,,17/02/2025,VOLUMOSOS,"23,99","23,99","1,00","13,99"
,,,,21/02/2025,VOLUMOSOS,"23,99","23,99","1,00","13,99"
,,,,22/02/2025,VOLUMOSOS,"23,99","23,99","1,00","13,99"
,,,,27/02/2025,VOLUMOSOS,"23,99","23,99","1,00","13,99"
,,,,"06/03/2025",VOLUMOSOS,"23,99","23,99","1,00","13,99"
,,,,10/03/2025,VOLUMOSOS,"71,97","71,97","3,00","41,97"
,,,,12/03/2025,VOLUMOSOS,"23,99","23,99","1,00","13,99"
,,,,13/03/2025,VOLUMOSOS,"23,99","23,99","1,00","13,99"
,,,,21/03/2025,VOLUMOSOS,"47,98","47,98","2,00","29,07"
,,,,"03/04/2025",VOLUMOSOS,"23,99","23,99","1,00","14,54"
,,,,"07/04/2025",VOLUMOSOS,"23,99","23,99","1,00","14,54"
,,,,11/04/2025,VOLUMOSOS,"47,98","47,98","2,00","28,77"
,,,,17/04/2025,VOLUMOSOS,"23,99","23,99","1,00","14,39"
,,,,19/04/2025,VOLUMOSOS,"23,99","23,99","1,00","14,39"
,,,,26/04/2025,VOLUMOSOS,"23,99","23,99","1,00","14,39"
,,,,"06/05/2025",VOLUMOSOS,"95,96","95,96","4,00","57,55"
,,,,"07/05/2025",VOLUMOSOS,"23,99","23,99","1,00","14,39"
,,,,"09/05/2025",VOLUMOSOS,"23,99","23,99","1,00","14,39"
,,,,12/05/2025,VOLUMOSOS,"23,99","23,99","1,00","14,39"
,,,,13/05/2025,VOLUMOSOS,"47,98","47,98","2,00","28,77"
,,,,15/05/2025,VOLUMOSOS,"71,97","71,97","3,00","43,16"
,,,,18/05/2025,VOLUMOSOS,"95,96","87,98","4,00","57,55"
,,,,19/05/2025,VOLUMOSOS,"23,99","23,99","1,00","14,39"
,,,,22/05/2025,VOLUMOSOS,"0,00","0,00","0,00","0,00"
,,,,26/05/2025,VOLUMOSOS,"71,97","63,99","3,00","44,46"
,,,,27/05/2025,VOLUMOSOS,"23,99","23,99","1,00","14,82"
,,,,"02/06/2025",VOLUMOSOS,"23,99","23,99","1,00","15,15"
,,,,"04/06/2025",VOLUMOSOS,"71,97","71,97","3,00","45,45"
,,,,17/06/2025,VOLUMOSOS,"23,99","23,99","1,00","15,31"
,,,,20/06/2025,VOLUMOSOS,"23,99","23,99","1,00","15,31"
,,,,26/06/2025,VOLUMOSOS,"47,98","39,98","2,00","30,62"
,,,,28/06/2025,VOLUMOSOS,"23,99","23,99","1,00","15,31"
,,,,29/06/2025,VOLUMOSOS,"23,99","23,99","1,00","15,31"
,,ABS GERIAT BIOFRAL MAXI LV20PG17,7896770979881,"09/03/2025",VOLUMOSOS,"17,63","17,63","1,00","15,11"
,,,,"02/04/2025",VOLUMOSOS,"17,63","17,00","1,00","15,11"
,,,,"05/04/2025",VOLUMOSOS,"17,63","17,63","1,00","15,11"
,,,,28/05/2025,VOLUMOSOS,"53,98","38,10","2,00","30,22"
,,ABS GERIAT HIGIFRAL C/20UN,7898039562551,22/05/2025,VOLUMOSOS,"22,90","22,90","1,00","14,17"
,,ABS INTIMUS 2 EM 1 C/ABAS C/8,7896007551705,10/03/2025,VOLUMOSOS,"9,90","9,90","1,00","8,25"
,,,,21/03/2025,VOLUMOSOS,"9,90","9,90","1,00","8,25"
,,,,"02/06/2025",VOLUMOSOS,"29,70","29,70","3,00","24,75"
,,ABS INTIMUS 2 EM 1 NOTURNO C/8,7896007552535,21/03/2025,VOLUMOSOS,"38,97","38,97","3,00","20,88"
,,,,24/04/2025,VOLUMOSOS,"38,97","38,97","3,00","14,31"
,,,,"03/06/2025",VOLUMOSOS,"12,99","12,99","1,00","4,19"
,,,,"05/06/2025",VOLUMOSOS,"12,99","12,99","1,00","4,19"
,,,,"09/06/2025",VOLUMOSOS,"12,99","12,99","1,00","4,19"
,,ABS INTIMUS ANTIBAC ULTRAFINO C/ABAS C/8,7896007552122,16/01/2025,VOLUMOSOS,"9,33","6,99","1,00","5,49"
